Sentence	Tag	TaggedSentence
Malay Mukherjee new CEO &amp; MD of IFCI	JOB	Malay <PER> new CEO &amp; M<ORG> of I<ORG>I
State-owned IFCI today said Malay Mukherjee has been appointed as Managing Director and CEO of the financial institution.	JOB	<ORG>-owned I<ORG>I today said Malay <PER> has been appointed as Managing <ORG>irector and CEO of the financial institution.
Som Mittal joins EXL board of directors	JOB	<PER> joins <ORG> board of directors
He will conclude his tenure at Nasscom in January	JOB	He will conclude his tenure at <ORG> in January
Outsourcing firm EXL on Friday said it had appointed software services industry body Nasscom President Som Mittal to its board of directors with effect from December 1. â€œSom is a leader in advancing and evolving the IT and business process management industries, and we are thrilled to welcome him to our board of directors,â€ EXL Chairman Vikram Talwar said in a statement.	JOB	Outsourcing firm <ORG> on Friday said it had appointed software services industry body <ORG> to its board of directors with effect from <ORG>ecember 1. â€œSom is a leader in advancing and evolving the IT and business process management industries, and we are thrilled to welcome him to our board of directors,â€ <ORG> Chairman <PER> said in a statement.
Meanwhile, the Steel Ministry has recommended the name of Syedain Abbasi, Joint Secretary in the Ministry, as interim head of the company to the Appointments Committee of the Cabinet for relieving Verma.	JOB	Meanwhile, the <ORG> has recommended the name of <PER>, Joint Secretary in the Ministry, as interim head of the company to the <ORG> of the <ORG> for relieving <PER>.
Vedanta had bid for US-based miner Asarco, but backed out later.	ACQ	<LOC> had bid for <LOC>-based miner <ORG>, but backed out later.
AGC Networks appoints V Srinivasa Raghavan as CFO	JOB	AGC Networks appoints V <PER> as CFO
Information and communications technology solutions provider AGC Networks today said it has appointed V Srinivasa Raghavan as Chief Financial Officer (CFO).	JOB	<LOC>tion and communications technology solutions provider AGC Networks today said it has appointed V <PER> as Chief Financial <ORG>r (CFO).
It has recommended the name of Syedain Abbasi, Joint Secretary in the Ministry, as new interim head of the company to the Appointments Committee of the Cabinet.	JOB	It has recommended the name of <PER>, Joint Secretary in the Ministry, as new interim head of the company to the <ORG> of the <ORG>.
Meanwhile, the Steel Ministry is in the process of appointing another officiating head for NMDC, replacing SAIL chairman Verma as it wants him to focus on his own company.	JOB	Meanwhile, the <ORG> is in the process of appointing another officiating head for <ORG>, replacing SAIL chairman <PER> as it wants him to focus on his own company.
Efforts to appoint a full time chairman and managing director for NMDC has been futile as the Public Enterprises Selection Board (PESB) selected candidate M S Rana did not get vigilance clearance for long and then, the panel was scrapped by the Steel Ministry, the parent department of the company.	JOB	Efforts to appoint a full time chairman and managing director for <ORG> has been futile as the <ORG> (<ORG>) selected candidate M S <PER> did not get vigilance clearance for long and then, the panel was scrapped by the <ORG>, the parent department of the company.
"The (appointment) process is on, let the vigilance clearance come (for the selected person),"" Verma told reporters here after inaugurating Steel Pavilion at the India International Trade Fair."	JOB	"The (appointment) process is on, let the vigilance clearance come (for the selected person),"" <PER> told reporters here after inaugurating <PER> at the <ORG>."
Besides, the Board has also approved the appointment of S B Mainak as an additional director with effect from today, representing the Life Insurance Corporation of India on the Board of Directors of the company, it said.	JOB	Besides, the <ORG> has also approved the appointment of S <PER> as an additional director with effect from today, representing the <ORG> on the <ORG> of <ORG>irectors of the company, it said.
Doshi decided to step down after serving the Mahindra Group for 40 years, of which 21 years were as an executive director, the release added.	JOB	<ORG>oshi decided to step down after serving the <ORG> for 40 years, of which 21 years were as an executive director, the release added.
M&amp;M appoints Parthasarthy as CFO after Bharat Doshi steps down	JOB	M&amp;M appoints <PER> as CFO after Bharat <ORG>oshi steps down
Mahindra & Mahindra today said it has appointed V S Parthasarathy as chief financial officer of the company with effect from November 14. Parthasarathy's appointment to the post comes after company's executive director & group chief financial officer Bharat Doshi decided to step down, a company release said.	JOB	<ORG> today said it has appointed V S <PER> as chief financial officer of the company with effect from November 14. <PER>'s appointment to the post comes after company's executive director <ORG> chief financial officer Bharat <ORG>oshi decided to step down, a company release said.
Usha Ananthasubramanian is CMD of Bharatiya Mahila Bank	JOB	<PER> is <ORG> of <ORG>
The government today appointed Usha Ananthasubramanian as the Chairperson and Managing Director of Bharatiya Mahila Bank, the first all-women bank.	JOB	The government today appointed <PER> as the Chairperson and Managing <ORG>irector of <ORG>, the first all-women bank.
BlackBerry, based in Waterloo, Ontario, fell 16 per cent yesterday to $6.50 after Fairfax Financial Holdings abandoned a takeover plan, leaving the company to tap the debt market.	NJOB	BlackBerry, based in <LOC>, <LOC>, fell 16 per cent yesterday to $6.50 after <ORG> abandoned a takeover plan, leaving the company to tap the debt market.
Chen, a native of Hong Kong, joined Sybase in 1997 and left in 2012, two years after the Dublin, California-based company was acquired.	JOB	Chen, a native of <LOC>, joined <ORG> in 1997 and left in 2012, two years after the <ORG>ublin, <LOC>-based company was acquired.
Chen's BlackBerry revival task mirrors Sybase in the 1990s	ACQ	Chen's BlackBerry revival task mirrors <ORG> in the 1990s
In 2010, Chen sold Sybase to SAP AG for $5.8 billion, more than six times its value at the start of his tenure	ACQ	In 2010, Chen sold <ORG> to <ORG> for $5.8 billion, more than six times its value at the start of his tenure
Fifteen years after saving Sybase Inc from its death spiral, John Chen is being called upon to revive a beaten-down BlackBerry.	ACQ	Fifteen years after saving <ORG> Inc from its death spiral, <PER> is being called upon to revive a beaten-down BlackBerry.
Sybase, the second-biggest acquisition for SAP, armed the German software maker with mobile technology that helped fuel co-CEO Bill McDermott's plan to bring its financial and supply-chain management software to iPads and other devices.	ACQ	<ORG>, the second-biggest acquisition for S<ORG>, armed the <LOC> software maker with mobile technology that helped fuel co-CEO <PER> Mc<ORG>ermott's plan to bring its financial and supply-chain management software to iPads and other devices.
In 2009, before Sybase was sold, Chen's compensation totalled $9.3 million, according to data compiled by Bloomberg.	ACQ	In 2009, before <ORG> was sold, Chen's compensation totalled $9.3 million, according to data compiled by <ORG>.
After leaving SAP, Chen was appointed senior adviser at private-equity firm Silver Lake Management LLC.	JOB	After leaving S<ORG>, Chen was appointed senior adviser at private-equity firm <ORG>
Uninor CEO Yogesh Malik resigns	JOB	<ORG> CEO <PER> resigns
UninorYogesh Malik Uninor CEO Yogesh Malik has resigned and the company has started the process for selecting its new CEO.	JOB	<ORG> CEO <PER> has resigned and the company has started the process for selecting its new CEO.
In the interim, as a temporary measure, Sigve Brekke, currently the head of Telenor Group's Asia operations, will take up the position of the acting CEO of the company.	JOB	In the interim, as a temporary measure, <PER>, currently the head of <ORG> Group's <LOC> operations, will take up the position of the acting CEO of the company.
Tamil Nadu Petroproducts names C V Sankar as Chairman	JOB	<LOC> Petroproducts names C V <PER> as Chairman
Tamil Nadu Petroproducts Ltd has appointed C V Sankar as the Chairman of the Board, accepting the resignation of NS Palaniappan.	JOB	<LOC> Petroproducts Ltd has appointed C V <PER> as the Chairman of the <ORG>, accepting the resignation of NS <PER>.
In the second week of October, he was appointed as the new Secretary to the State Industries Department, in a reshuffle of IAS officials in the State.	JOB	In the second week of October, he was appointed as the new Secretary to the <ORG>, in a reshuffle of <ORG> officials in the <ORG>.
3M India appoints Amit Laroya as Managing Director	JOB	3M <LOC> appoints <PER> as Managing <ORG>irector
3M India, the Indian subsidiary of US multinational conglomerate 3M Co, announced the appointment of Amit Laroya as Managing Director of the company with effect from October 1, 2013.	JOB	3M <LOC>, the <LOC>n subsidiary of <LOC> multinational conglomerate <ORG>, announced the appointment of <PER> as Managing <ORG>irector of the company with effect from October 1, 2013.
Nilesh Shah to replace Manish Chokhani as CEO of Axis Capital	JOB	<PER> to replace <PER> as CEO of Axis Capital
Axis Capital on Saturday announced that Nilesh Shah, the current deputy CEO, will take over as the CEO in the next few weeks, replacing Manish Chokhani.	JOB	Axis Capital on Saturday announced that <PER>, the current deputy CEO, will take over as the CEO in the next few weeks, replacing <PER>.
He also happens to be the son-in-law of of Shankarlal Guru, who resigned as the chairman of NSEL after the payment crisis in the exchange surfaced.	JOB	He also happens to be the son-in-law of of Shankarlal Guru, who resigned as the chairman of <ORG>L after the payment crisis in the exchange surfaced.
