Sentence	Tag	TaggedSentence
Ford Motor Company today announced that Nigel Harris, vice president sales and service, Ford Asia Pacific, has been appointed as president, Ford India effective February, 1, 2014.	JOB	<ORG> today announced that <PER>, vice president sales and service, <ORG>, has been appointed as president, <ORG> effective February, 1, 2014.
In early 2012, he had replaced the CEO of the company, Sanjay Kapoor, to take charge of Bharti Airtel's India business as group director (special projects).	JOB	In early 2012, <PER> had replaced the CEO of the company, <PER>, to take charge of <ORG>  <LOC> business as group director (special projects).
Tata Global Beverages names Ajoy Misra as new MD &amp; CEO	JOB	<ORG> names <PER> as new MD & CEO
Tata Global Beverages Ltd (TGBL) has appointed Ajoy Misra as the managing director and chief executive with effect from April 1, 2014.	JOB	<ORG> has appointed <PER> as the managing director and chief executive with effect from April 1, 2014.
At present, Misra is the deputy CEO and executive director of Tata Global Beverages and will take charge of the new position on April 1, the company said in a statement.	JOB	At present, <PER> is the deputy CEO and executive director of <ORG> and will take charge of the new position on April 1, the company said in a statement.
Before joining Tata Motors, Slym was the executive vice president, SGMW Motors, China (a General Motors Joint Venture).	VNSP	Before joining <ORG>, <PER> was the executive vice president, <ORG>, <LOC> (a <ORG> Joint Venture).
Slym, a British national, was hired in 2012 to revive Tata's flagging sales and market share in India.	JOB	<PER>, a British national, was hired in 2012 to revive <ORG>'s flagging sales and market share in <LOC>.
While no formal proposal for extension to Butola, who retires at end of May, has been moved, the ministry is preparing to seek a one-year extension for Oil and Natural Gas Corp (ONGC) Chairman Sudhir Vasudeva who will be attaining superannuation age of 60 years next month end.	JOB	While no formal proposal for extension to <PER>, who retires at end of May, has been moved, the ministry is preparing to seek a one-year extension for  <ORG> (<ORG>) Chairman <PER> who will be attaining superannuation age of 60 years next month end.
Besides PESB selected chairman designate B Ashok (currently Executive Director retail sales in IOC) having no board experience, the case for extending Butola's service is more compelling because all the other six directors on board of the nation's largest oil firm are retiring in next one year.	JOB	Besides <ORG> selected chairman designate <PER> (currently Executive Director retail sales in <ORG>) having no board experience, the case for extending <PER> service is more compelling because all the other six directors on board of the nation's largest oil firm are retiring in next one year.
Sarraf, 56, whose file for appointment as ONGC Chairman is now with the Cabinet Committee on Appointments (ACC) after both the CVC and the CBI cleared him, is the senior most director in ONGC.	JOB	<PER>, 56, whose file for appointment as <ORG> Chairman is now with the Cabinate committee on Appointments (<ORG>) after both the <ORG> and the <ORG> cleared him, is the senior most director in <ORG>.
Cipla appoints Sameer Goel as India Head	JOB	<ORG> appoints <PER> as <LOC> Head
Drug major Cipla today announced the appointment of Sameer Goel as Country Head - India, with effect from today.	JOB	Drug major <ORG> today announced the appointment of <PER> as Country Head - <LOC>, with effect from today.
"""This appointment signals the continuation of Cipla's strategy of strengthening the highly experienced senior management team and showing our strong determination to increase the market share in India,"" Saxena said in a statement."	JOB	"This appointment signals the continuation of <ORG>'s strategy of strengthening the highly experienced senior management team and showing our strong determination to increase the market share in <LOC>,"" <PER> said in a statement."
In 2009, Nilekani had resigned from the post of Chief Executive Officer of Infosys, which was believed to be one of the most high-profile jobs in India.	JOB	In 2009, <PER> had resigned from the post of Chief Executive officer of <ORG>, which was believed to be one of the most high-profile jobs in <LOC>.
Vineet Nayar steps down from HCL Tech board	JOB	<PER> steps down from <ORG>Tech  board
Vineet Nayar, chief executive of HCL Technologies till January this year, has decided to step down from the board of the company.	JOB	<PER>, chief executive of <ORG> Technologies till January this year, has decided to step down from the board of the company.
Earlier this year, Nayar had stepped down from the chief executive officer (CEO)â€™s position to continue as vice-chairman and joint managing director of HCL Technologies till July this year and vice-chairman thereafter.	JOB	Earlier this year, <PER> had stepped down from the chief executive officer (CEO) position to continue as vice-chairman and joint managing director of <ORG> Technologies till July this year and vice-chairman thereafter.
Nayar has been appointed senior advisor to the company as well as HCL Corporation, the holding company of the HCL group.	JOB	<PER> has been appointed senior advisor to the company as well as <ORG>, the holding company of the <ORG>
â€œI also hope to continue to add value to both, HCL Technologies and HCL Corporation through my continued association.â€ Nayar, 51, was appointed CEO of HCL in 2007.	JOB	<ORG> also hope to continue to add value to both, <ORG> Technologies and <ORG> through my continued association.â€ <PER>, 51, was appointed CEO of HCL in 2007.
"As we continue with our aggressive Australian growth strategy the importance of this market opportunity is underlined by the calibre of today's new appointment,"" Tech Mahindra Head of Australia and New Zealand Bobby Gupta said."	JOB	"As we continue with our aggressive <LOC>n growth strategy the importance of this market opportunity is underlined by the calibre of today's new appointment,"" <ORG> Head of <LOC> and <LOC> <PER> said."
Tech Mahindra appoints John Hyslop as Wealth Management Head	JOB	<ORG> appoints <PER> as Wealth Management Head
IT firm Tech Mahindra today appointed John Hyslop as the Head of Wealth Management as part of efforts to strengthen its financial services business in Australia.	JOB	IT firm <ORG> today appointed <PER> as the Head of Wealth Management as part of efforts to strengthen its financial services business in <LOC>.
Globalfoundries appoints ex-Motorola chief as CEO	JOB	<ORG> appoints ex-<ORG> chief as CEO
Chip manufacturing company Globalfoundries has appointed former Motorola chief Sanjay Jha as its new Chief Executive Officer.	JOB	Chip manufacturing company <ORG> has appointed former <ORG> chief <PER> as its new Chief Executive officer.
According to the agreement, Sanjeev will take over as the vice-chairman of Hypo Alpe-Adria-Bank.	JOB	According to the agreement, Sanjeev will take over as the vice-chairman of Hypo <LOC>-<ORG>.
Following U N Mehtaâ€™s death, his elder son Sudhir took over as chairman of the group in 1998.	JOB	Following <ORG>â€™s death, his elder son Sudhir took over as chairman of the group in 1998.
In 1991, when the Union government allowed private sector participation in the power sector, Sudhir started buying Ahmedabad Electricity Company Ltd and Surat Electricity Company Ltd shares, finally acquiring majority stakes in these by the late 90s.	ACQ	In 1991, when the <ORG> government allowed private sector participation in the power sector, Sudhir started buying <LOC> Electricity Company Ltd and <LOC> Electricity Company Ltd shares, finally acquiring majority stakes in these by the late 90s.
Mahindra Holidays appoints S Krishnan as new CFO	JOB	<ORG> appoints  <PER> as new CFO
Mahindra Holidays & Resorts India Ltd has appointed S Krishnan as Chief Financial Officer (CFO) of the company with effect from January 1, 2014.	JOB	<ORG> has appointed <PER> as Chief Financial officer (CFO) of the company with effect from January 1, 2014.
Incumbent Som retired from NMDC on December 31, 2011, after attaining the age of superannuation.	JOB	Incumbent <PER> retired from <ORG> on December 31, 2011, after attaining the age of superannuation.
Narendra Kothari to be NMDC's new CMD	JOB	<PER> to be <ORG>'s new CMD
Narendra Kothari, currently CEO of SAIL's Burnpur plant, will take over as the new Chairman and Managing Director of state-run iron ore producer NMDC, which is running without a full-time head for the last two years.	JOB	<PER>, currently CEO of <ORG> <LOC> plant, will take over as the new Chairman and Managing Director of state-run iron ore producer <ORG>, which is running without a full-time head for the last two years.
Besides, Achal Kumar Gupta has been appointed as Deputy Managing Director of the company, IFCI said in a statement.	JOB	Besides, <PER> has been appointed as Deputy Managing Director of the company, <ORG> said in a statement.
Malay Mukherjee new CEO &amp; MD of IFCI	JOB	<PER> new CEO & MD of <ORG>
State-owned IFCI today said Malay Mukherjee has been appointed as Managing Director and CEO of the financial institution.	JOB	State-owned <ORG> today said <PER> has been appointed as Managing Director and CEO of the financial institution.
